iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
THA,Asia,Thailand,5/29/2021,149779,4803,3380.143,988,34,32.714,2141.204,68.663,48.322,14.124,0.486,0.468,1.11,,,,,,,,,59695,6598770,94.334,0.853,67103,0.959,0.0504,19.9,tests performed,3548330,2453807,1094523,,44205,97606,5.07,3.51,1.56,,1395,79354,0.113,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,5/30/2021,154307,4528,3543.857,1012,24,33.714,2205.935,64.731,50.662,14.467,0.343,0.482,1.1,,,,,,,,,58609,6657379,95.172,0.838,67449,0.964,0.0525,19,tests performed,3609882,2498929,1110953,,61552,99888,5.16,3.57,1.59,,1428,79623,0.114,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,5/31/2021,159792,5485,3939.857,1031,19,32.143,2284.347,78.412,56.323,14.739,0.272,0.46,1.07,,,,,,,,,55774,6713153,95.97,0.797,67419,0.964,0.0584,17.1,tests performed,3664859,2539491,1125368,,54977,91507,5.24,3.63,1.61,,1308,70767,0.101,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,9363.4,1.32,7.04,133.8568553
THA,Asia,Thailand,6/1/2021,162022,2230,3797.571,1069,38,33.857,2316.227,31.88,54.289,15.282,0.543,0.484,1.02,,,,,,,,,73725,6786878,97.024,1.054,66195,0.946,0.0574,17.4,tests performed,3753718,2591372,1162346,,88859,86642,5.37,3.7,1.66,,1239,61966,0.089,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/2/2021,165462,3440,3938.286,1107,38,33.429,2365.404,49.177,56.301,15.825,0.543,0.478,1,,,,,,,,,63355,6850233,97.929,0.906,65708,0.939,0.0599,16.7,tests performed,,,,,,92682,,,,,1325,63549,0.091,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/3/2021,169348,3886,4018.714,1146,39,32.286,2420.957,55.553,57.451,16.383,0.558,0.462,0.97,,,,,,,,,59196,6909429,98.775,0.846,63628,0.91,0.0632,15.8,tests performed,3961589,2727759,1233830,,,87791,5.66,3.9,1.76,,1255,58351,0.083,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/4/2021,171978,2630,3857.429,1177,31,31.857,2458.555,37.598,55.145,16.826,0.443,0.455,0.94,,,,,,,,,54968,6964397,99.561,0.786,60760,0.869,0.0635,15.8,tests performed,4142944,2818676,1324268,,181355,91260,5.92,4.03,1.89,,1305,57539,0.082,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/5/2021,174796,2818,3573.857,1213,36,32.143,2498.84,40.285,51.091,17.341,0.515,0.46,0.91,,,,,,,,,52402,7016799,100.31,0.749,59718,0.854,0.0598,16.7,tests performed,4190503,2845287,1345216,,47559,91739,5.99,4.07,1.92,,1311,55926,0.08,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/6/2021,177467,2671,3308.571,1236,23,32,2537.024,38.184,47.299,17.67,0.329,0.457,0.9,,,,,,,,,45812,7062611,100.965,0.655,57890,0.828,0.0572,17.5,tests performed,4218094,2855041,1363053,,27591,86887,6.03,4.08,1.95,,1242,50873,0.073,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/7/2021,179886,2419,2870.571,1269,33,34,2571.606,34.581,41.037,18.141,0.472,0.486,0.9,,,,,,,,,47744,7110355,101.648,0.683,56743,0.811,0.0506,19.8,tests performed,4634941,3243913,1391028,,416847,138583,6.63,4.64,1.99,,1981,100632,0.144,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/8/2021,182548,2662,2932.286,1298,29,32.714,2609.661,38.055,41.919,18.556,0.415,0.468,0.91,,,,,,,,,56040,7166395,102.449,0.801,54217,0.775,0.0541,18.5,tests performed,5107069,3672372,1434697,,472128,193336,7.3,5.25,2.05,,2764,154429,0.221,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/9/2021,185228,2680,2823.714,1332,34,32.143,2647.974,38.313,40.367,19.042,0.486,0.46,0.92,,,,,,,,,66650,7233045,103.402,0.953,54687,0.782,0.0516,19.4,tests performed,5443743,3966091,1477652,,336674,226584,7.78,5.67,2.11,,3239,186646,0.267,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/10/2021,187538,2310,2598.571,1375,43,32.714,2680.997,33.023,37.149,19.657,0.615,0.468,0.92,,,,,,,,,58745,7291790,104.242,0.84,54623,0.781,0.0476,21,tests performed,5667058,4143444,1523614,,223315,243638,8.1,5.92,2.18,,3483,202241,0.289,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/11/2021,189828,2290,2550,1402,27,32.143,2713.734,32.737,36.454,20.043,0.386,0.46,0.94,,,,,,,,,63211,7355001,105.145,0.904,55801,0.798,0.0457,21.9,tests performed,5975070,4362685,1612835,,308012,261732,8.54,6.24,2.31,,3742,220573,0.315,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/12/2021,193105,3277,2615.571,1431,29,31.143,2760.581,46.847,37.392,20.457,0.415,0.445,0.97,,,,,,,,,50989,7405990,105.874,0.729,55599,0.795,0.047,21.3,tests performed,6081242,4456786,1624456,,106172,270106,8.69,6.37,2.32,,3861,230214,0.329,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/13/2021,195909,2804,2634.571,1449,18,30.429,2800.667,40.085,37.663,20.715,0.257,0.435,0.99,,,,,,,,,52880,7458870,106.63,0.756,56608,0.809,0.0465,21.5,tests performed,6188124,4531914,1656210,,106882,281433,8.85,6.48,2.37,,4023,239553,0.342,59.26,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/14/2021,199264,3355,2768.286,1466,17,28.143,2848.629,47.962,39.575,20.958,0.243,0.402,1.01,,,,,,,,,51240,7510110,107.363,0.733,57108,0.816,0.0485,20.6,tests performed,6511184,4762063,1749121,,323060,268035,9.31,6.81,2.5,,3832,216879,0.31,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/15/2021,202264,3000,2816.571,1485,19,26.714,2891.516,42.887,40.265,21.229,0.272,0.382,1.02,,,,,,,,,66332,7576442,108.311,0.948,58578,0.837,0.0481,20.8,tests performed,6780816,4948227,1832589,,269632,239107,9.69,7.07,2.62,,3418,182265,0.261,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/16/2021,204595,2331,2766.714,1525,40,27.571,2924.84,33.323,39.552,21.801,0.572,0.394,1.03,,,,,,,,,64306,7640748,109.23,0.919,58243,0.833,0.0475,21.1,tests performed,7003783,5114755,1889028,,222967,222863,10.01,7.31,2.7,,3186,164095,0.235,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/17/2021,207724,3129,2883.714,1555,30,25.714,2969.571,44.731,41.225,22.23,0.429,0.368,1.05,,,,,,,,,68380,7709128,110.208,0.978,59620,0.852,0.0484,20.7,tests performed,7219668,5252531,1967137,,215885,221801,10.32,7.51,2.81,,3171,158441,0.227,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/18/2021,210782,3058,2993.429,1577,22,25,3013.287,43.716,42.793,22.544,0.315,0.357,1.08,,,,,,,,,63296,7772424,111.113,0.905,59632,0.852,0.0502,19.9,tests performed,7483083,5434119,2048964,,263415,215430,10.7,7.77,2.93,,3080,153062,0.219,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/19/2021,214449,3667,3049.143,1609,32,25.429,3065.71,52.423,43.59,23.002,0.457,0.364,1.1,,,,,,,,,61372,7833796,111.99,0.877,61115,0.874,0.0499,20,tests performed,7587178,5486092,2101086,,104095,215134,10.85,7.84,3,,3076,147044,0.21,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/20/2021,218131,3682,3174.571,1629,20,25.714,3118.347,52.637,45.383,23.288,0.286,0.368,1.12,,,,,,,,,46617,7880413,112.656,0.666,60220,0.861,0.0527,19,tests performed,7679057,5526039,2153018,,91879,212990,10.98,7.9,3.08,,3045,142018,0.203,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/21/2021,221306,3175,3148.857,1658,29,27.429,3163.736,45.389,45.015,23.702,0.415,0.392,1.12,,,,,,,,,53579,7933992,113.422,0.766,60555,0.866,0.052,19.2,tests performed,7906696,5678848,2227848,,227639,199359,11.3,8.12,3.18,,2850,130969,0.187,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/22/2021,225365,4059,3300.143,1693,35,29.714,3221.762,58.026,47.178,24.203,0.5,0.425,1.15,,,,,,,,,75576,8009568,114.503,1.08,61875,0.885,0.0533,18.7,tests performed,8148335,5844521,2303814,,241639,195360,11.65,8.36,3.29,,2793,128042,0.183,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/23/2021,228539,3174,3420.571,1744,51,31.286,3267.137,45.375,48.9,24.932,0.729,0.447,1.15,,,,,,,,,74197,8083765,115.564,1.061,63288,0.905,0.054,18.5,tests performed,8400320,6017424,2382896,,251985,199505,12.01,8.6,3.41,,2852,128953,0.184,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/24/2021,232647,4108,3560.429,1775,31,31.429,3325.864,58.727,50.899,25.375,0.443,0.449,1.17,,,,,,,,,73711,8157476,116.617,1.054,64050,0.916,0.0556,18,tests performed,8657423,6206353,2451070,,257103,205394,12.38,8.87,3.5,,2936,136260,0.195,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/25/2021,236291,3644,3644.143,1819,44,34.571,3377.958,52.094,52.096,26.004,0.629,0.494,1.18,,,,,,,,,79968,8237444,117.76,1.143,66431,0.95,0.0549,18.2,tests performed,8981478,6435308,2546170,,324055,214056,12.84,9.2,3.64,,3060,143027,0.204,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/26/2021,240452,4161,3714.714,1870,51,37.286,3437.442,59.485,53.105,26.733,0.729,0.533,1.2,,,,,,,,,65857,8303301,118.702,0.941,67072,0.959,0.0554,18.1,tests performed,9055141,6475826,2579315,,73663,209709,12.95,9.26,3.69,,2998,141391,0.202,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/27/2021,244447,3995,3759.429,1912,42,40.429,3494.554,57.112,53.744,27.333,0.6,0.578,1.22,,,,,,,,,57185,8360486,119.519,0.818,68582,0.98,0.0548,18.2,tests performed,9147513,6537852,2609661,,92372,209779,13.08,9.35,3.73,,2999,144545,0.207,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/28/2021,249853,5406,4078.143,1934,22,39.429,3571.837,77.283,58.3,27.648,0.315,0.564,1.24,,,,,,,,,60789,8421275,120.388,0.869,69612,0.995,0.0586,17.1,tests performed,9416972,6721038,2695394,,269459,215754,13.46,9.61,3.85,,3084,148884,0.213,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/29/2021,254515,4662,4164.286,1970,36,39.571,3638.484,66.647,59.532,28.163,0.515,0.566,1.26,,,,,,,,,74980,8496255,121.46,1.072,69527,0.994,0.0599,16.7,tests performed,9672706,6910169,2762537,,255734,217767,13.83,9.88,3.95,,3113,152235,0.218,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,6/30/2021,259301,4786,4394.571,2023,53,39.857,3706.903,68.419,62.824,28.92,0.758,0.57,1.27,,,,,,,,,70290,8566545,122.465,1.005,68969,0.986,0.0637,15.7,tests performed,9927698,7110854,2816844,,254992,218197,14.19,10.17,4.03,,3119,156204,0.223,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,13920.4,1.85,11.7,199.0026025
THA,Asia,Thailand,7/1/2021,264834,5533,4598.143,2080,57,43.571,3786.001,79.098,65.734,29.735,0.815,0.623,1.28,,,,,,,,,69160,8635705,123.454,0.989,68318,0.977,0.0673,14.9,tests performed,10227183,7364585,2862598,,299485,224251,14.62,10.53,4.09,,3206,165462,0.237,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/2/2021,270921,6087,4947.143,2141,61,46,3873.02,87.018,70.723,30.607,0.872,0.658,1.28,,,,,,,,,60733,8696438,124.322,0.868,65571,0.937,0.0754,13.3,tests performed,10572292,7640118,2932174,,345109,227259,15.11,10.92,4.19,,3249,172116,0.246,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/3/2021,277151,6230,5242.714,2182,41,44.571,3962.082,89.063,74.949,31.193,0.586,0.637,1.28,,,,,,,,,53037,8749475,125.08,0.758,63739,0.911,0.0823,12.2,tests performed,10670897,7721150,2949747,,98605,230822,15.25,11.04,4.22,,3300,177903,0.254,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/4/2021,283067,5916,5517.143,2226,44,44.857,4046.656,84.574,78.872,31.822,0.629,0.641,1.28,,,,,,,,,54580,8804055,125.861,0.78,63367,0.906,0.0871,11.5,tests performed,10777748,7804654,2973094,,106851,232891,15.41,11.16,4.25,,3329,180972,0.259,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/5/2021,289233,6166,5625.714,2276,50,48.857,4134.804,88.148,80.424,32.537,0.715,0.698,1.28,,,,,,,,,52017,8856072,126.604,0.744,62114,0.888,0.0906,11,tests performed,11058390,8022029,3036361,,280642,234488,15.81,11.47,4.34,,3352,185856,0.266,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/6/2021,294653,5420,5734,2333,57,51.857,4212.287,77.483,81.972,33.352,0.815,0.741,1.29,,,,,,,,,70051,8926123,127.606,1.001,61410,0.878,0.0934,10.7,tests performed,11328043,8245297,3082746,,269653,236477,16.19,11.79,4.41,,3381,190733,0.273,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/7/2021,301172,6519,5981.571,2387,54,52,4305.481,93.194,85.511,34.124,0.772,0.743,1.31,,,,,,,,,62695,8988818,128.502,0.896,60325,0.862,0.0992,10.1,tests performed,11619618,8494230,3125388,,291575,241703,16.61,12.14,4.47,,3455,197625,0.283,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/8/2021,308230,7058,6199.429,2462,75,54.571,4406.38,100.899,88.626,35.196,1.072,0.78,1.32,,,,,,,,,66596,9055414,129.454,0.952,59958,0.857,0.1034,9.7,tests performed,11975996,8800155,3175841,,356378,249830,17.12,12.58,4.54,,3572,205081,0.293,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/9/2021,317506,9276,6655,2534,72,56.143,4538.987,132.607,95.138,36.225,1.029,0.803,1.34,,,,,,,,,66267,9121681,130.401,0.947,60749,0.868,0.1095,9.1,tests performed,12375904,9130526,3245378,,399908,257659,17.69,13.05,4.64,,3683,212915,0.304,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/10/2021,326832,9326,7097.286,2625,91,63.286,4672.31,133.322,101.461,37.526,1.301,0.905,1.34,,,,,,,,,74906,9196587,131.472,1.071,63873,0.913,0.1111,9,tests performed,12469188,9213598,3255590,,93284,256899,17.83,13.17,4.65,,3673,213207,0.305,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/11/2021,336371,9539,7614.857,2711,86,69.286,4808.677,136.367,108.86,38.756,1.229,0.99,1.33,,,,,,,,,77848,9274435,132.585,1.113,67197,0.961,0.1133,8.8,tests performed,12569213,9301407,3267806,,100025,255924,17.97,13.3,4.67,,3659,213822,0.306,53.7,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/12/2021,345027,8656,7970.571,2791,80,73.571,4932.421,123.744,113.945,39.899,1.144,1.052,1.31,,,,,,,,,56775,9331210,133.397,0.812,67877,0.97,0.1174,8.5,tests performed,12908193,9598949,3309244,,338980,264258,18.45,13.72,4.73,,3778,225274,0.322,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/13/2021,353712,8685,8437,2847,56,73.429,5056.579,124.159,120.613,40.7,0.801,1.05,1.3,,,,,,,,,70798,9402008,134.409,1.012,67984,0.972,0.1241,8.1,tests performed,13230681,9888124,3342557,,322488,271805,18.91,14.14,4.78,,3886,234690,0.336,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/14/2021,363029,9317,8836.714,2934,87,78.143,5189.773,133.194,126.327,41.944,1.244,1.117,1.29,,,,,,,,,65836,9467844,135.35,0.941,68432,0.978,0.1291,7.7,tests performed,13533717,10163340,3370377,,303036,273443,19.35,14.53,4.82,,3909,238444,0.341,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/15/2021,372215,9186,9140.714,3032,98,81.429,5321.094,131.321,130.673,43.345,1.401,1.164,1.28,,,,,,,,,70403,9538247,136.356,1.006,68976,0.986,0.1325,7.5,tests performed,13823355,10424355,3398430,,289638,263908,19.76,14.9,4.86,,3773,232029,0.332,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/16/2021,381907,9692,9200.143,3099,67,80.714,5459.648,138.554,131.523,44.303,0.958,1.154,1.28,,,,,,,,,73260,9611507,137.404,1.047,69975,1,0.1315,7.6,tests performed,14130489,10697489,3432911,,307134,250655,20.2,15.29,4.91,,3583,223852,0.32,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/17/2021,391989,10082,9308.143,3240,141,87.857,5603.778,144.13,133.067,46.318,2.016,1.256,1.28,,,,,,,,,68384,9679891,138.381,0.978,69043,0.987,0.1348,7.4,tests performed,14223762,10780762,3443330,,93273,250653,20.33,15.41,4.92,,3583,223881,0.32,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/18/2021,403386,11397,9573.571,3341,101,90,5766.707,162.929,136.861,47.762,1.444,1.287,1.29,,,,,,,,,68326,9748217,139.358,0.977,67683,0.968,0.1414,7.1,tests performed,14298596,10850099,3448497,,74834,247055,20.44,15.51,4.93,,3532,221242,0.316,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/19/2021,415170,11784,10020.429,3422,81,90.143,5935.168,168.461,143.25,48.92,1.158,1.289,1.29,,,,,,,,,64522,9812739,140.28,0.922,68790,0.983,0.1457,6.9,tests performed,14547244,11067518,3479726,,248648,234150,20.8,15.82,4.97,,3347,209796,0.3,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/20/2021,426475,11305,10394.714,3502,80,93.571,6096.781,161.613,148.6,50.064,1.144,1.338,1.29,,,,,,,,,68403,9881142,141.258,0.978,68448,0.979,0.1519,6.6,tests performed,14805120,11292579,3512541,,257876,224920,21.17,16.14,5.02,,3215,200636,0.287,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/21/2021,439477,13002,10921.143,3610,108,96.571,6282.655,185.873,156.126,51.608,1.544,1.381,1.3,,,,,,,,,82325,9963467,142.435,1.177,70803,1.012,0.1542,6.5,tests performed,15084696,11538866,3545830,,279576,221568,21.56,16.5,5.07,,3167,196504,0.281,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/22/2021,453132,13655,11559.571,3697,87,95,6477.863,195.209,165.253,52.851,1.244,1.358,1.3,,,,,,,,,62846,10026313,143.334,0.898,69724,0.997,0.1658,6,tests performed,15388939,11805180,3583759,,304243,223655,22,16.88,5.12,,3197,197261,0.282,57.41,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/23/2021,467707,14575,12257.143,3811,114,101.714,6686.224,208.361,175.225,54.481,1.63,1.454,1.29,,,,,,,,,58851,10085164,144.175,0.841,67665,0.967,0.1811,5.5,tests performed,15741818,12109424,3632394,,352879,230190,22.5,17.31,5.19,,3291,201705,0.288,61.11,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/24/2021,481967,14260,12854,3930,119,98.571,6890.081,203.857,183.758,56.182,1.701,1.409,1.28,,,,,,,,,67283,10152447,145.137,0.962,67508,0.965,0.1904,5.3,tests performed,15869844,12226845,3642999,,128026,235155,22.69,17.48,5.21,,3362,206583,0.295,61.11,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/25/2021,497302,15335,13416.571,4059,129,102.571,7109.307,219.225,191.8,58.026,1.844,1.466,1.27,,,,,,,,,56980,10209427,145.951,0.815,65887,0.942,0.2036,4.9,tests performed,15960778,12307788,3652990,,90934,237455,22.82,17.59,5.22,,3395,208241,0.298,66.67,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/26/2021,512678,15376,13929.714,4146,87,103.429,7329.118,219.812,199.136,59.27,1.244,1.479,1.27,,,,,,,,,53022,10262449,146.709,0.758,64244,0.918,0.2168,4.6,tests performed,16099670,12429925,3669745,,138892,221775,23.02,17.77,5.25,,3170,194630,0.278,69.44,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
THA,Asia,Thailand,7/27/2021,526828,14150,14336.143,4264,118,108.857,7531.403,202.285,204.946,60.957,1.687,1.556,1.26,,,,,,,,,59014,10321463,147.553,0.844,62903,0.899,0.2279,4.4,tests performed,16427059,12714312,3712747,,327389,231706,23.48,18.18,5.31,,3312,203105,0.29,69.44,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
